"Id","providerId","providerName","nameZh","nameEn","pathAttributeId","pathAttributeName","pathAttributeEname","buildPeriod","departureZh","departureEn","destinationZh","destinationEn","realSequence","distance","goFirstBusTime","backFirstBusTime","goLastBusTime","backLastBusTime","peakHeadway","holidayHeadwayDesc","offPeakHeadway","busTimeDesc","holidayGoFirstBusTime","holidayBackFirstBusTime","holidayGoLastBusTime","holidayBackLastBusTime","holidayBusTimeDesc","headwayDesc","holidayPeakHeadway","holidayOffPeakHeadway","segmentBufferZh","segmentBufferEn","ticketPriceDescriptionZh","ticketPriceDescriptionEn"
"16978","16253","金山區公所","F933-0800","F933-0800","158105","F933-0800","F933-0800","10","金山區公所","Jinshan District Office","金青門口","Jinshan Youth Activity Center","99","99","0800","0800","0800","0800","","例假日停駛","","","","","","","","","","","","","",""
"16977","16253","金山區公所","F933-0620學生專車","F933 Special train","158104","F933-0620學生專車","F933 Special train","10","三界橋","Sanjie Bridge","金山區公所","Jinshan District Office","99","99","0620","0620","0620","0620","","例假日停駛","","","","","","","","寒暑假停駛","","","","","",""
"17779","16181","欣欣客運","F706惠國市場","F706","159124","F706惠國市場","F706 Huiguo Market","10","寶興路60巷口","Lane 60 Baoxing Rd. Entrance","新店區公所","Xindian District Office","99","99","0930","0930","1110","1110","","","","","","","","","","","","","","","",""
"17563","16235","林口區公所","F232副","F232sub","159027","F232副捷運林口站","F232 Sub Linkou MRT station","10","城市之洲社區","Chengshizhizhou Community","安敦新世界","AnDun New World","99","99","0700","1800","0800","1900","","例假日、國定假日全班次不行駛","","","","","","","","","","","","","",""
"17563","16235","林口區公所","F232副","F232sub","158733","F232副城市之洲社區","F232 Sub ChengshizhizhouCommunity","10","城市之洲社區","Chengshizhizhou Community","安敦新世界","AnDun New World","99","99","0700","1800","0800","1900","","例假日、國定假日全班次不行駛","","","","","","","","","","","","","",""
"16531","16186","淡水客運","866","866","157566","866","866","10","捷運淡水站","Tamsui","內橫山","Neihengshan","1","47.6","0845","0845","0845","0845","","","","","0845","0845","0845","0845","","","","","大溪橋-北新莊、三芝-埔坪","Daxi Bridge-Beixinzhuang, Sanzhi-Puping","三段票","3 segments"
"16532","16186","淡水客運","867","867","157567","867","867","10","捷運淡水站","MRT Tamsui Sta.","順天聖母廟","Shuntian Shengmu Temple","1","61.4","1135","1135","1135","1135","","","","","1135","1135","1135","1135","","","","","灰瑤子-興化店、三芝-薪水居易、石門","Huiyaozi-Xinghuadian ,Sanzhi-Xinshui Juyi，Shimen","四段票","4 segments"
"16659","16185","指南客運","880","880","157722","880淡海站","880 DanHai Station","10","樹林","Shulin","淡海","Danhai","64","73.3","0530","0530","2200","2200","1015","20:00後30分一班車","1520","","0530","0530","2200","2200","","20:00後30分一班車","1530","1530","1.捷運輔大站-下泰山巖 2.成德公園-馬偕醫院","1. MRT Fu Jen University Sta.- Xiataishanyan 2.Chengde Park-Mackey Memorial Hospital","三段票","3 segments"
"16659","16185","指南客運","880","880","157723","880指南客運樹林站","880 Zhinan Bus Company Shulin Station","10","樹林","Shulin","淡海","Danhai","64","73.3","0530","0530","2200","2200","1015","20:00後30分一班車","1520","","0530","0530","2200","2200","","20:00後30分一班車","1530","1530","1.捷運輔大站-下泰山巖 2.成德公園-馬偕醫院","1. MRT Fu Jen University Sta.- Xiataishanyan 2.Chengde Park-Mackey Memorial Hospital","三段票","3 segments"
"16522","16185","指南客運","881","881","157557","881","881","10","淡海","Danhai","捷運淡水站","MRT Tamsui Sta.","4","15","0530","0530","2200","2200","","","","","0730","0730","2050","2050","","","","","","","一段票","1 segments"
"16522","16185","指南客運","881","881","159493","881行經台北灣","881S","10","淡海","Danhai","捷運淡水站","MRT Tamsui Sta.","4","15","0530","0530","2200","2200","","","","","0730","0730","2050","2050","","","","","","","一段票","1 segments"
"16543","16186","淡水客運","882","882","157578","882","882","10","馬偕醫學院","Mackay Medical College","捷運紅樹林站","MRT Hongshulin Sta.","8","35.3","0610","0610","1940","1940","","","","","0610","0610","1940","1940","","","","","灰瑤子-興化店","Huiyaozi-Xinghuadian","二段票","Charge for 2 sections"
"16660","16185","指南客運","883","883","157724","883","883","10","樹林","Shulin","淡海","Danhai","2","67.4","1500","1100","1700","1900","","例假日停駛","","","","","","","例假日停駛","","","","1.捷運輔大站-下泰山巖 2.成德公園-馬偕醫院","1. MRT Fu Jen University Sta.- Xiataishanyan 2.Chengde Park-Mackey Memorial Hospital","三段票","3 segments"
"16513","16177","首都客運","885","885","157548","885","885","10","三峽","Sanxia","捷運頭前庄站","MRT Touqianzhuang Sta.","34","29.7","0515","0515","2130","2130","","","","","0630","0630","2130","2130","","","","","山佳-樹林後火車站","Shanjia-Shulin Train Station Rear","二段票","Charge for 2 sections"
"16565","16190","基隆客運","886","886","157601","886瑞芳","886Ruifang","10","瑞芳","Ruifang","和美國小","Hemei Elementary School","16","36","0535","0600","1600","1625","","","","","0625","0650","1135","1210","","","","","水湳洞","Shueinandong","二段票","Charge for 2 sections"
"16565","16190","基隆客運","886","886","159117","886和美國小","886Hemei Elementary School","10","瑞芳","Ruifang","和美國小","Hemei Elementary School","16","36","0535","0600","1600","1625","","","","","0625","0650","1135","1210","","","","","水湳洞","Shueinandong","二段票","Charge for 2 sections"
"16565","16190","基隆客運","886","886","159187","886繞瑞芳","886","10","瑞芳","Ruifang","和美國小","Hemei Elementary School","16","36","0535","0600","1600","1625","","","","","0625","0650","1135","1210","","","","","水湳洞","Shueinandong","二段票","Charge for 2 sections"
"16565","16190","基隆客運","886","886","159188","886繞龍洞灣","886","10","瑞芳","Ruifang","和美國小","Hemei Elementary School","16","36","0535","0600","1600","1625","","","","","0625","0650","1135","1210","","","","","水湳洞","Shueinandong","二段票","Charge for 2 sections"
"16557","16190","基隆客運","887","887","157592","887福隆至和美","887Fulong-Hemei","10","福隆","Fulong","和美","Hemei","10","33.2","0705","0635","1735","1630","","","","","0730","0700","1630","1600","","","","","貢寮街、和美、水湳洞","Gongliao、Hemei、Shuinan Dong","和美-福隆二段票、瑞芳火車站-福隆四段票","2 Segment、 4 Segment"
"16557","16190","基隆客運","887","887","159118","887和美至福隆","887Hemei-Fulong","10","福隆","Fulong","和美","Hemei","10","33.2","0705","0635","1735","1630","","","","","0730","0700","1630","1600","","","","","貢寮街、和美、水湳洞","Gongliao、Hemei、Shuinan Dong","和美-福隆二段票、瑞芳火車站-福隆四段票","2 Segment、 4 Segment"
"16557","16190","基隆客運","887","887","159747","887福隆至瑞芳","887Fulong-Ruifang","10","福隆","Fulong","和美","Hemei","10","33.2","0705","0635","1735","1630","","","","","0730","0700","1630","1600","","","","","貢寮街、和美、水湳洞","Gongliao、Hemei、Shuinan Dong","和美-福隆二段票、瑞芳火車站-福隆四段票","2 Segment、 4 Segment"
"16557","16190","基隆客運","887","887","159748","887瑞芳至福隆","887Ruifang-Fulong","10","福隆","Fulong","和美","Hemei","10","33.2","0705","0635","1735","1630","","","","","0730","0700","1630","1600","","","","","貢寮街、和美、水湳洞","Gongliao、Hemei、Shuinan Dong","和美-福隆二段票、瑞芳火車站-福隆四段票","2 Segment、 4 Segment"
"16556","16190","基隆客運","888","888","157591","888萬里區公所","888 Wanli District office","10","萬里","Wanli","圳頭","Zuntou","6","21.2","0605","0620","1750","1810","","","","","0605","0620","1020","1040","","","","","","","一段票","1 segments"
"16556","16190","基隆客運","888","888","158933","888圳頭","888 Zuntou","10","萬里","Wanli","圳頭","Zuntou","6","21.2","0605","0620","1750","1810","","","","","0605","0620","1020","1040","","","","","","","一段票","1 segments"
"16607","16176","臺北客運","889","889","157655","889","889","10","三峽","Sanxia","捷運亞東醫院站","MRT Far Eastern Hospital Sta.","24","32.8","0540","0540","2100","2100","","","","","0700","0700","1900","1900","","","","","山佳-南樹林火車站","Sanjia-south forest train station","二段票","Charge for 2 sections"
"16733","16188","新北客運","890","890","157838","890","890","10","汐止","Xizhi","烘內","Hongnei","8","18.2","0550","0550","2200","2200","","","","","0550","0550","2200","2200","","","","","","","一段票","1 segments"
"16733","16188","新北客運","890","890","159415","890繞","890Sub","10","汐止","Xizhi","烘內","Hongnei","8","18.2","0550","0550","2200","2200","","","","","0550","0550","2200","2200","","","","","","","一段票","1 segments"
"16580","16190","基隆客運","891","891","157622","891","891","10","黃金博物館","Huangjin Museum","保民堂","Baomin Temple","7","12.2","1000","1000","1700","1700","","","","","1000","1000","1700","1700","","","","","","","一段票","1 segments"
"16574","16185","指南客運","892","892","159121","892","892","10","淡水","Tamsui","石門","Shimen","3","46.6","1620","1620","1620","1620","","","","","","","","","例假日停駛","","","","興化店-灰瑤子、三芝","Xinghuadian-Huiyaozi、Sanzhi","三段票","3 segments"
"16717","16181","欣欣客運","895","895","157814","895","895","10","南勢角","Nanshijiao","捷運公館站","MRT Gongguan Sta.","25","16.3","0600","0600","2200","2200","","","","","0600","0600","2200","2200","","","","","","","一段票","1 segments"
"16717","16181","欣欣客運","895","895","159608","895寵物公車","895PET","10","南勢角","Nanshijiao","捷運公館站","MRT Gongguan Sta.","25","16.3","0600","0600","2200","2200","","","","","0600","0600","2200","2200","","","","","","","一段票","1 segments"
"5413","16188","新北客運","896","896","158443","896","896","10","南港車站","Nangang Railway Sta.","烘內","Hongnei","25","41.1","0530","0530","2200","2200","","","","","0600","0600","2200","2200","","","","","北山里-招呼站","Beishan Village-Xiaoyou Bieshu","二段票","Charge for 2 sections"
"17557","16185","指南客運","897","897","158727","897","897","10","景文科技大學","Jin-Wen University of Science and Technology","板橋","Banqiao","20","27","0600","0600","2155","2155","","","","","","","","","例假日停駛","","","","中和教會-南山高中(中山路)","Zhonghe Church-Nanshan High School(Zhongshan Rd.)","二段票","2 segments"
"17706","16185","指南客運","897區","897S","158889","897區","897S","10","景文科技大學","Jin-Wen University of Science and Technology","捷運景安站","MRT Jingan Sta.","14","12.7","0650","0650","2100","2100","","","","","","","","","例假日停駛","","","","","","一段票","1 segments"
"17625","16179","三重客運","898","898","158801","898","898","10","龍壽里","Longshou Li","長庚醫院","Chang Gung Memorial Hospital","22","47","0500","0500","2100","2100","","","","","0500","0500","2100","2100","","","","","泰山區公所-黎明技術學院","Taishan Dist. Office-Leeming Institute Of Technology","二段票","2 segments"
"10329","16178","新店客運","906","906","10329","906","906","10","錦繡山莊","Jinxiu Shanzhuang","松山機場","Taipei Songshan Airport","90","39.6","0530","0530","2200","2200","0710","","1015","","0535","0535","2200","2200","","","20","30","中正環河路口-成功國宅","Zhongzheng Huanhe Rd. Intersection - Chenggong Public Housing","二段票","2 segments"
"16585","16176","臺北客運","908","908","157633","908","908","10","三峽","Sanxia","捷運景安站","MRT Jingan Sta.","180","39.9","0530","0530","2200","2200","0812","","1520","捷運景安站末班車22:30","0600","0600","2200","2200","捷運景安站末班車22:30","","2030","2030","國道3號","Northern National Highway No.3","兩段票","2 segments"
"17775","16176","臺北客運","908延","908","159119","908延","908 Sub","10","三峽","Sanxia","捷運景安站","MRT Jingan Sta.","180","43","0630","0630","0730","0730","","","","","","","","","例假日停駛","","","","北二高","National Highway No.3","兩段票","2 segments"
"10325","16178","新店客運","909","909","158645","909","909","10","錦繡山莊","Jinxiu Shanzhuang","松山機場","Taipei Songshan Airport","80","44.2","0530","0530","2200","2200","1015","","1520","","0530","0530","2200","2200","","","1015","1520","中正環河路口-成功國宅","Zhongzheng Huanhe Rd. Intersection - Chenggong Public Housing","二段票","2 segments"
"16462","16176","臺北客運","910","910","157485","910","910","10","三峽","Sanxia","捷運府中站","MRT Fuzhong sta.","99","56","0540","0540","2200","2200","0810","","1215","","0620","0620","2200","2200","","","1520","1520","國道3號","Northern National Highway No.3","兩段票","2 segments"
"15717","16178","新店客運","913","913","15717","913","913","10","錦繡山莊","Jinxiu Shanzhuang","松山機場","Taipei Songshan Airport","61","37.2","0540","0540","2210","2210","1015","","1520","","0540","0540","2210","2210","","","30","40","陽光運動公園(新店花市)-成功國宅","Yangguang Park (Xindian Flower Market)-Chenggong Public Housing","二段票","2 segments"
"17519","16177","首都客運","916","916","158687","916","916","10","三峽","Sanxia","捷運永寧站","MRT Yongning Sta.","99","16.2","0530","0530","2330","2330","0406","","0815","週一至週六捷運永寧站末班車 24:10","0600","0600","2300","2300","週日捷運永寧站末班車 23:30","","1520","1520","土城交流道","Northern National Highway No.3","兩段票","2 segments"
"17519","16176","臺北客運","916","916","158687","916","916","10","三峽","Sanxia","捷運永寧站","MRT Yongning Sta.","99","16.2","0530","0530","2330","2330","0406","","0815","週一至週六捷運永寧站末班車 24:10","0600","0600","2300","2300","週日捷運永寧站末班車 23:30","","1520","1520","土城交流道","Northern National Highway No.3","兩段票","2 segments"
"16210","16176","臺北客運","917","917","157205","917","917","10","鶯歌","Yingge","捷運永寧站","MRT Yongning Sta.","24","28","0630","0630","2100","2100","","","","","0800","0800","2000","2000","","","","","國道3號","Northern National Highway No.3","二段票","Charge for 2 sections"
"17532","16185","指南客運","918","918","158700","918","918","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16189","中興巴士","918","918","158700","918","918","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16185","指南客運","918","918","158701","918三民路","918Extend","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16189","中興巴士","918","918","158701","918三民路","918Extend","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16185","指南客運","918","918","159686","918不繞黎明","918","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16189","中興巴士","918","918","159686","918不繞黎明","918","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16185","指南客運","918","918","159687","918不繞黎明和三民路","918","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16189","中興巴士","918","918","159687","918不繞黎明和三民路","918","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16185","指南客運","918","918","159492","918返程不繞黎明","918BACK","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"17532","16189","中興巴士","918","918","159492","918返程不繞黎明","918BACK","10","泰山","Taishan","新店","Xindian","98","46.1","0530","0530","2230","2230","0608","","1015","","0530","0530","2230","2230","","21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院","15","20","捷運新埔站-板橋花市","MRT Xinpu Station-Banqiao Flower Market","二段票","Charge for 2 sections"
"16633","16188","新北客運","919","919","157681","919","919","10","五堵","Wudu","捷運忠孝復興站","MRT Zhongxiao Fuxing Sta.","78","38.9","0530","0530","2200","2200","10","週六15-30分乙車次(21:30後30分乙車次)","1520","","0600","0600","2200","2200","","21:30後30分乙車次","20","40","橫科-捷運南港展覽館(經貿二路)","Hengke-MRTNankang Exhibition Center Sta.(Jingmao 2nd.Rd.)","二段票","Charge for 2 sections"
"16603","16176","臺北客運","920","920","157651","920","920","10","林口","Linkou","捷運府中站","MRT Banqiao Sta.","200","59.5","0500","0500","2200","2200","1015","","2030","","0530","0530","2200","2200","","","1520","1520","高公局","Freeway Bureau","兩段票","2 segments"
"16664","16176","臺北客運","921","921","157728","921","921","10","三峽","Sanxia","捷運景安站","MRT Jingan Sta.","208","44.5","0600","0600","2220","2220","0710","","1520","捷運景安站末班車23:00","0630","0630","2220","2220","捷運景安站末班車23:00","","1530","1530","北二高","Northern National Highway No.2","兩段票","2 segments"
"16224","16176","臺北客運","922","922","157219","922","922","10","三峽北大社區","Sanxia National Taipei University community","捷運永寧站","MRT Yongning Sta.","180","25.6","0600","0600","2240","2240","0710","","1220","捷運永寧站末班車23:20","0630","0630","2240","2240","捷運永寧站末班車23:20","","15","30","北二高","Northern National Highway No.3","二段票","Charge for 2 sections"
"16422","16178","新店客運","923","923","157418","923坪林站","923 Pinglin station","10","坪林","Pinglin Station","捷運新店站","MRT Xindian Sta.","31","55","0630","0620","2110","2030","","","","","0730","0730","2030","2030","","","","","阿柔洋","Arouyang","二段票","Charge for 2 sections"
"16422","16178","新店客運","923","923","158940","923捷運新店站(新店路)","923MRT Xindian Sta.(Xindian Rd.)","10","坪林","Pinglin Station","捷運新店站","MRT Xindian Sta.","31","55","0630","0620","2110","2030","","","","","0730","0730","2030","2030","","","","","阿柔洋","Arouyang","二段票","Charge for 2 sections"
"16604","16176","臺北客運","925","925","157652","925蘆洲站","925 MRT Luzhou Sta.","10","蘆洲","Luzhou","林口","Linkou","124","57.1","0500","0530","2300","2300","1520","06:00以前及20:00以後固定班次：05:20 06:00 20:00 20:40 21:20 22:00 23:00 每日上午7時-8時往程動線為蘆洲站-光明路-長榮路-三民路接原線 ","2030","林口站發車05:30 ","0520","0550","2300","2300","林口站發車05:50 ","每日上午7時-8時往程動線為蘆洲站-光明路-長榮路-三民路接原線","2030","2030","高公局","Freeway Bureau","二段票","2 segments"
"16604","16176","臺北客運","925","925","158941","925人見仁愛社區(仁愛路)","925 Renjianrenai Community","10","蘆洲","Luzhou","林口","Linkou","124","57.1","0500","0530","2300","2300","1520","06:00以前及20:00以後固定班次：05:20 06:00 20:00 20:40 21:20 22:00 23:00 每日上午7時-8時往程動線為蘆洲站-光明路-長榮路-三民路接原線 ","2030","林口站發車05:30 ","0520","0550","2300","2300","林口站發車05:50 ","每日上午7時-8時往程動線為蘆洲站-光明路-長榮路-三民路接原線","2030","2030","高公局","Freeway Bureau","二段票","2 segments"
"17536","16179","三重客運","927","927","158704","927","927","10","三重","Sanchong","八里","Bali","96","19.9","0550","0550","2230","2230","1015","","2030","","0600","0600","2200","2200","","","1530","1530","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17536","16186","淡水客運","927","927","158704","927","927","10","三重","Sanchong","八里","Bali","96","19.9","0550","0550","2230","2230","1015","","2030","","0600","0600","2200","2200","","","1530","1530","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17536","16177","首都客運","927","927","158704","927","927","10","三重","Sanchong","八里","Bali","96","19.9","0550","0550","2230","2230","1015","","2030","","0600","0600","2200","2200","","","1530","1530","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17545","16179","三重客運","927經台北港","927taipei","158713","927經台北港","927 Taipei","10","三重","Sanchong","八里","Bali","100","21.9","0724","0724","1615","1710","","例假日停駛","","","","","","","","*其他配合航班繞駛臺北港班次以實際公告為主","","","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17545","16186","淡水客運","927經台北港","927taipei","158713","927經台北港","927 Taipei","10","三重","Sanchong","八里","Bali","100","21.9","0724","0724","1615","1710","","例假日停駛","","","","","","","","*其他配合航班繞駛臺北港班次以實際公告為主","","","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17545","16177","首都客運","927經台北港","927taipei","158713","927經台北港","927 Taipei","10","三重","Sanchong","八里","Bali","100","21.9","0724","0724","1615","1710","","例假日停駛","","","","","","","","*其他配合航班繞駛臺北港班次以實際公告為主","","","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17537","16179","三重客運","928","928","158705","928自然公園","928 Nature Park","10","三重","Sanchong","八里","Bali","16","23.8","1815","0520","2330","0626","","","","","1800","0540","2330","1050","","","","","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17537","16186","淡水客運","928","928","158705","928自然公園","928 Nature Park","10","三重","Sanchong","八里","Bali","16","23.8","1815","0520","2330","0626","","","","","1800","0540","2330","1050","","","","","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17537","16179","三重客運","928","928","158942","928廖添丁廟","928 Liaotianding Temple","10","三重","Sanchong","八里","Bali","16","23.8","1815","0520","2330","0626","","","","","1800","0540","2330","1050","","","","","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"17537","16186","淡水客運","928","928","158942","928廖添丁廟","928 Liaotianding Temple","10","三重","Sanchong","八里","Bali","16","23.8","1815","0520","2330","0626","","","","","1800","0540","2330","1050","","","","","台64線觀音山交流道","Guanyinshan  JCT","二段票","Charge for 2 sections"
"16423","16178","新店客運","930","930","157419","930","930","10","青潭","Danqijiao","板橋區公所","Banqiao Dist. Office","99","36.2","0530","0530","2230","2230","0708","","1015","","0530","0530","2230","2230","","","1520","1520","","","一段票","1 segments"
"16614","16178","新店客運","930延","930Extend","157662","930延","930 Extend","10","大崎腳","Daqijiao","板橋區公所","Banqiao  District office","99","39","0630","0630","1730","1730","","","","","","","","","例假日停駛","","","","","","一段票","1 segments"
"16560","16176","臺北客運","932","932","157596","932","932","10","三峽北大社區","Sanxia National Taipei University community","板橋公車站","Banqiao Bus Station","220","43","0600","0600","2220","2220","0510","","1012","","0600","0600","2220","2220","","","1520","1520","北二高","Northern National Highway No.3","二段票","2 segments"
"17717","16176","臺北客運","932繞國家教育研究院","932","158900","932繞","932 Sub","10","三峽北大社區","Sanxia National Taipei University community","板橋公車站","Banqiao Bus Station","220","44","1750","1750","1750","1750","","","","","","","","","例假日停駛","","","","北二高","National Highway No. 3","二段票","2 segments"
"17534","16185","指南客運","933","933","158702","933","933","10","三重","Sanchong","動物園","Taipei Zoo","128","48.6","0530","0530","2230","2230","1012","","1520","","0530","0530","2230","2230","","20:00後30分乙班","","","往程「民生溪頭路口-板橋花市」、返程「板橋花市-長江路口」","(Go)Minsheng&Xitou Intersection-Banqiao Flower Market (Back) Banqiao Flower Market -Changjiang Rd. Entrance ","二段票","Charge for 2 sections"
"17534","16189","中興巴士","933","933","158702","933","933","10","三重","Sanchong","動物園","Taipei Zoo","128","48.6","0530","0530","2230","2230","1012","","1520","","0530","0530","2230","2230","","20:00後30分乙班","","","往程「民生溪頭路口-板橋花市」、返程「板橋花市-長江路口」","(Go)Minsheng&Xitou Intersection-Banqiao Flower Market (Back) Banqiao Flower Market -Changjiang Rd. Entrance ","二段票","Charge for 2 sections"
"17534","16185","指南客運","933","933","159383","933中興三重站","933 ZTE Triple Station","10","三重","Sanchong","動物園","Taipei Zoo","128","48.6","0530","0530","2230","2230","1012","","1520","","0530","0530","2230","2230","","20:00後30分乙班","","","往程「民生溪頭路口-板橋花市」、返程「板橋花市-長江路口」","(Go)Minsheng&Xitou Intersection-Banqiao Flower Market (Back) Banqiao Flower Market -Changjiang Rd. Entrance ","二段票","Charge for 2 sections"
"17534","16189","中興巴士","933","933","159383","933中興三重站","933 ZTE Triple Station","10","三重","Sanchong","動物園","Taipei Zoo","128","48.6","0530","0530","2230","2230","1012","","1520","","0530","0530","2230","2230","","20:00後30分乙班","","","往程「民生溪頭路口-板橋花市」、返程「板橋花市-長江路口」","(Go)Minsheng&Xitou Intersection-Banqiao Flower Market (Back) Banqiao Flower Market -Changjiang Rd. Entrance ","二段票","Charge for 2 sections"
"17534","16185","指南客運","933","933","159384","933捷運動物園站","933 MRT Taipei Zoo Sta.","10","三重","Sanchong","動物園","Taipei Zoo","128","48.6","0530","0530","2230","2230","1012","","1520","","0530","0530","2230","2230","","20:00後30分乙班","","","往程「民生溪頭路口-板橋花市」、返程「板橋花市-長江路口」","(Go)Minsheng&Xitou Intersection-Banqiao Flower Market (Back) Banqiao Flower Market -Changjiang Rd. Entrance ","二段票","Charge for 2 sections"
"17534","16189","中興巴士","933","933","159384","933捷運動物園站","933 MRT Taipei Zoo Sta.","10","三重","Sanchong","動物園","Taipei Zoo","128","48.6","0530","0530","2230","2230","1012","","1520","","0530","0530","2230","2230","","20:00後30分乙班","","","往程「民生溪頭路口-板橋花市」、返程「板橋花市-長江路口」","(Go)Minsheng&Xitou Intersection-Banqiao Flower Market (Back) Banqiao Flower Market -Changjiang Rd. Entrance ","二段票","Charge for 2 sections"
"16562","16178","新店客運","935","935","157598","935","935","10","錦繡山莊","Jinxiu Shanzhuang","臺北市政府","Taipei City Hall","54","32.6","0600","0600","2200","2200","1520","","2030","","0600","0600","2200","2200","","","3030","3030","陽光運動公園(新店花市)-和平高中","Yangguang Park-Heping Senior High School","二段票","Charge for 2 sections"
"16583","16179","三重客運","936","936","157631","936(新北市)","936","10","林口","Linkou","捷運圓山站","MRT Yuanshan Sta.","200","59.6","0530","0530","2330","2330","0508","","1015","","0530","0530","2330","2330","","","12","20","高公局","Freeway Bureau","二段票","Charge for 2 sections"
"16583","16179","三重客運","936","936","159338","936去(新北市)","936","10","林口","Linkou","捷運圓山站","MRT Yuanshan Sta.","200","59.6","0530","0530","2330","2330","0508","","1015","","0530","0530","2330","2330","","","12","20","高公局","Freeway Bureau","二段票","Charge for 2 sections"
"16583","16179","三重客運","936","936","159339","936返(新北市)","936","10","林口","Linkou","捷運圓山站","MRT Yuanshan Sta.","200","59.6","0530","0530","2330","2330","0508","","1015","","0530","0530","2330","2330","","","12","20","高公局","Freeway Bureau","二段票","Charge for 2 sections"
"16710","16186","淡水客運","867區","867sub","157802","867區","867 sub","10","捷運淡水站","Tamsui","石門","Jianshanhu","2","31.8","2230","2230","2300","2300","","","","","2230","2230","2300","2300","","","","","灰瑤子-興化店，三芝-薪水居易","Huiyaozi-Xinghuadian ,Sanzhi-Xinshui Juyi","三段票","3 segments"
"16655","16182","大都會客運","937","937","157719","937","937","10","林口","Linkou","圓山","Yuanshan","118","53.2","0540","0540","2240","2240","0712","","1520","","0540","0540","2240","2240","","紓解三井Outlet人潮，在不影響正常班次下，視客況機動加發未來城社區至圓山之加班車。","1520","1520","高公局","National Freeway Bureau","二段票","Charge for 2 sections"
"16672","16185","指南客運","938","938","157736","938","938","10","五股","Wugu","捷運台大醫院站","MRT NTU Hospital Sta.","10","25.5","0600","0600","1900","1900","","","","","","","","","例假日停駛","","","","","","一段票","Charge for 1 sections"
